CODICE_ATS,ATS,CODICE_ASST,ASST,AMBITO,COD_EG,DENOMINAZIONE_EG,CODICE_FISCALE_EG,PARTITA_IVA_EG,UNITA_OFFERTE_SOCIALI,CODICE_CUDES,DENOMINAZIONE_STRUTTURA,NR_POSTI,PROV,CAP,COMUNE_DI_UBICAZIONE,FRAZIONE,INDIRIZZO_STRUTTURA,TELEFONO_STRUTTURA,FAX_STRUTTURA,EMAIL_STRUTTURA,SITO_WEB_MAIL,WGS84_Y,WGS84_X,location
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,ABBIATEGRASSO,690681,NUOVA ASSISTENZA- SOCIETA' COOPERATIVA SOCIALE ONLUS,06902520011,01684780032,ALLOGGIO PROTETTO ANZIANI,049719,VIRGILIO DOMINIONI,25,MI,20083,GAGGIANO,,"STRADA DALLA CHIESA,14",029086873,,GAGGIANO@NUOVASSISTENZA.IT,,45.4071226,9.0338561,POINT (9.0338561 45.4071226)
030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,SONDRIO,132810,FONDAZIONE GIOVANNI LONGONI ETS,00695640144,00695640144,ALLOGGIO PROTETTO ANZIANI,057033,RESIDENZA GIOVANNI LONGONI,56,SO,23100,SONDRIO,,"VIA SAN GIOVANNI BOSCO,1",3483658006,,FONDAZIONELONGONI@GMAIL.COM,WWW.FONDAZIONELONGONI.IT,46.17215,9.87614,POINT (9.87614 46.17215)
030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,LECCO,690776,FONDAZIONE SACRA FAMIGLIA ETS,03034530158,00795470152,ALLOGGIO PROTETTO ANZIANI,054423,FONDAZIONE MONS. GIOVANNI BORSIERI,26,LC,23900,LECCO,,"VIA SAN NICOLO',6",0341 264500,,BORSIERI@SACRAFAMIGLIA.ORG,,45.85665,9.3897,POINT (9.3897 45.85665)
030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,VALLECAMONICA,122679,COMUNE DI BIENNO,81002430171,00723590980,CENTRO DIURNI ANZIANI,055723,CENTRO SOCIALE DIURNO PER ANZIANI,60,BS,25040,BIENNO,,"PIAZZA LIBERAZIONE,13",333/6074685,,APAB.B@LIBERO.IT,WWW.COMUNE.BIENNO.BS.IT,45.9359006,10.294833,POINT (10.294833 45.9359006)
030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,CITTIGLIO,690832,"""FONDAZIONE  GIUSEPPE E GIULIANA RONZONI- ONLUS""",83000410122,00666710124,ALLOGGIO PROTETTO ANZIANI,053349,MINIALLOGGI PROTETTI PER ANZIANI,8,VA,21023,BESOZZO,,"VIA DEGLI ORTI,14",0332770216,,FONDAZIONERONZONI@PEC.IT,,45.84766,8.66652,POINT (8.66652 45.84766)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,PAVIA,170592,OVER TICINUM SRL,11632820962,11632820962,ALLOGGIO PROTETTO ANZIANI,053103,GIGLIO,2,PV,27100,PAVIA,,"VIALE LODI,43",0382/468915,,INFO@OVERTICINUM.IT,,45.189,9.18695,POINT (9.18695 45.189)
030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,VALLE TROMPIA - 4,690581,FONDAZIONE VILLA FIORI RESIDENZA SANITARIA ASSISTENZIALE - ETS,80014450177,01823600174,ALLOGGIO PROTETTO ANZIANI,093204,ALLOGGI PROTETTI PER ANZIANI RSA FONDAZIONE VILLA FIORI,20,BS,25075,NAVE,,"VIA BELCOLLE,17",0302530393,,SEGRETERIA@VILLAFIORI.IT,,45.5876863,10.2777773,POINT (10.2777773 45.5876863)
030326,ATS DI BRESCIA,030723,ASST DEL GARDA,BASSA BRESCIANA CENTRALE - 9,690485,FONDAZIONE GAMBARA - TAVELLI ONLUS,88001710172,00727260986,ALLOGGIO PROTETTO ANZIANI,049060,ALLOGGI PROTETTI PER ANZIANI DI VEROLANUOVA,15,BS,25028,VEROLANUOVA,,"VIA LUIGI EINAUDI,1",030/931148,,INFO@GAMBARATAVELLI.IT,,45.32922,10.07501,POINT (10.07501 45.32922)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,CARATE BRIANZA,690828,FONDAZIONE G. SCOLA ONLUS,83000310157,00985740968,ALLOGGIO PROTETTO ANZIANI,057109,MINI ALLOGGI PROTETTI PER ANZIANI FONDAZIONE G. SCOLA,20,MB,20842,BESANA IN BRIANZA,,"VIA CAMILLO BENSO CAVOUR,27",0362 91711,,UFFICIO.URP@FONDAZIONEGSCOLAONLUS.COM,,45.68374,9.29336,POINT (9.29336 45.68374)
030326,ATS DI BRESCIA,030723,ASST DEL GARDA,GARDA - SALO' - 11,130649,PIANETA ASSISTENZA SRLS,03775070984,03775070984,ALLOGGIO PROTETTO ANZIANI,052044,ALLOGGI PROTETTI PER ANZIANI,12,BS,25019,SIRMIONE,,"VIA SAN MARTINO DELLA BATTAGLIA,64",0309111921,,,,45.45906,10.61394,POINT (10.61394 45.45906)
030326,ATS DI BRESCIA,030723,ASST DEL GARDA,GARDA - SALO' - 11,690424,FONDAZIONE MADONNA DEL CORLO ETS,02964900175,00712050988,ALLOGGIO PROTETTO ANZIANI,062008,ALLOGGI PROTETTI PER ANZIANI DI LONATO,5,BS,25017,LONATO DEL GARDA,,"VIA PAROLINO,8",0309130205,,INFO@MADONNADELCORLO.IT,,45.4609204,10.484129,POINT (10.484129 45.4609204)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,VOGHERA E COMUNITA' MONTANA OLTREPO' PAVESE,690506,UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE,01818390302,01818390302,ALLOGGIO PROTETTO ANZIANI,055780,SAN FORTUNATO,11,PV,27050,CASEI GEROLA,,"VIA CAMILLO BENSO CAVOUR,6",0383/1911363,,RSA.CASEI@UNIVERSIIS.COM,,45.0055004,8.92686,POINT (8.92686 45.0055004)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,LODI,732558,PRONTO CASA SOCIETA' COOPERATIVA SOCIALE A R.L.,12480860159,12480860159,ALLOGGIO PROTETTO ANZIANI,053261,VILLA MARTINA,20,LO,26866,MARUDO,,"VIA ROBADELLO,3/5",0371239970,,VILLAMARTINA2015@GMAIL.COM,,45.25262,9.37737,POINT (9.37737 45.25262)
030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,CANTU',690802,FONDAZIONE R.S.A. GARIBALDI POGLIANI ONLUS,81002570133,01798350136,ALLOGGIO PROTETTO ANZIANI,053815,ALLOGGI PROTETTI PER ANZIANI - FONDAZIONE RSA GARIBALDI POGLIANI,10,CO,22070,CAPIAGO INTIMIANO,,"VIA ANDREA CAMUZIO,6",031 3515358,,DIREZIONEGENERALE@GARIBALDIPOGLIANI.COM,,45.76798,9.12478,POINT (9.12478 45.76798)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,GALLARATE,691476,IL MELO ONLUS SOCIETA' COOPERATIVA SOCIALE,91002590122,01564890125,ALLOGGIO PROTETTO ANZIANI,074268,ALLOGGI PROTETTI PER ANZIANI IL MELO,6,VA,21013,GALLARATE,,"VIA MAGENTA,3",0331776083,,PRESIDENZA@MELO.LEGALMAIL.IT,,45.65624,8.7934,POINT (8.7934 45.65624)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,SOMMA LOMBARDO,121984,ASSOCIAZIONE CIRCOLO ANZIANI,91031250128,91031250128,CENTRO DIURNI ANZIANI,051930,CENTRO DIURNO ANZIANI,100,VA,21010,FERNO,,"PIAZZA MONSIGNORE ERMINIO BONETTA,1",331241744,,CENTROANZIANIFERNO@VIRGILIO.IT,,45.61397,8.75495,POINT (8.75495 45.61397)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,GALLARATE,692011,COMUNE DI SAMARATE,00504690124,00504690124,CENTRO DIURNI ANZIANI,050692,CENTRO ANZIANI DOTT. OLLEARO,70,VA,21017,SAMARATE,,"VIA DANTE ALIGHIERI,31",0331222214,,CATERINA.BRUSOTTI@SAMARATE.NET,,45.62899,8.78261,POINT (8.78261 45.62899)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,GALLARATE,202108,ARES SOCIETA' COOPERATIVA SOCIALE,02437650068,02437650068,ALLOGGIO PROTETTO ANZIANI,100084,A.P.A. N.3 VILLA CRISTINA,2,VA,21013,GALLARATE,,"VIA ADELAIDE RISTORI, 25",3664569586,,ARESOCIALE@VIRGILIO.IT,,45.667302317762,8.812621686986,POINT (8.812621686986 45.667302317762)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,BRONI E CASTEGGIO,163372,COOPERATIVA SOCIALE LONATI ONLUS,02753760186,02753760186,ALLOGGIO PROTETTO ANZIANI,072428,RESIDENZA LONATI COOPERATIVA SOCIALE,22,PV,27041,CASANOVA LONATI,,"PIAZZA TENENTE EDOARDO ALBERTI,2/B",342/1210263,,AMMINISTRAZIONE@RESIDENZALONATI.IT,,45.0939683,9.2134365,POINT (9.2134365 45.0939683)
030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,VALLECAMONICA,122185,ASSOCIAZIONE PENSIONATI E INVALIDI,90004250172,90004250172,CENTRO DIURNI ANZIANI,048214,AUSER INSIEME DI GIANICO APS,25,BS,25040,GIANICO,,"VIA GUGLIELMO MARCONI,9",0364/534217,,APIGAUSER@LIBERO.IT,,45.8649011,10.17969,POINT (10.17969 45.8649011)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,VIMERCATE,123382,COMUNE DI CORNATE D'ADDA,02846660153,00738730969,CENTRO DIURNI ANZIANI,051682,CENTRO ANZIANI PROTAGONISTI,150,MB,20872,CORNATE D'ADDA,,"VIA ALDO MORO,5",039 6060444,,CEN.ANZIANI@LIBERO.IT,,45.6405178,9.4658985,POINT (9.4658985 45.6405178)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,ABBIATEGRASSO,690858,FONDAZIONE GIUSEPPE GEMELLARO ETS,97146120155,03345430965,ALLOGGIO PROTETTO ANZIANI,049926,RESIDENZA LA MERIDIANA,32,MI,20080,ALBAIRATE,,"VIA MONSIGNOR PALESTRA,5",0294920705,,FONDGEMELLARO@TISCALINET.IT,,45.4177804,8.9424412,POINT (8.9424412 45.4177804)
030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,MERATE,691775,L'ARCOBALENO SOCIETA' COOPERATIVA SOCIALE - ONLUS,01461770131,01461770131,ALLOGGIO PROTETTO ANZIANI,055206,CORTE BUSCA,8,LC,23871,LOMAGNA,,"PIAZZA DON ANGELO LIMONTA,1",039 8946888,,S.BUZZETTI@LARCOBALENO.COOP,WWW.LARCOBALENO.COOP,45.6715,9.37484,POINT (9.37484 45.6715)
030327,ATS DELLA VAL PADANA,030726,ASST DI CREMA,CREMA,690690,FONDAZIONE BENEFATTORI CREMASCHI ETS,01319070197,01319070197,ALLOGGIO PROTETTO ANZIANI,054507,CASAMICA CREMA,7,CR,26013,CREMA,,"VIA KENNEDY,2",0373/2061,,SEGRETERIA@FBCONLUS.IT,,45.3601202,9.6886683,POINT (9.6886683 45.3601202)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,GALLARATE,202108,ARES SOCIETA' COOPERATIVA SOCIALE,02437650068,02437650068,ALLOGGIO PROTETTO ANZIANI,100082,A.P.A. N.4 VILLA CRISTINA,2,VA,21013,GALLARATE,,"VIA ADELAIDE RISTORI, 25",3664569586,,ARESOCIALE@VIRGILIO.IT,,45.667302317762,8.812621686986,POINT (8.812621686986 45.667302317762)
030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,BRESCIA EST - 3,690810,FONDAZIONE CASA DI RIPOSO PER ANZIANI DI BOTTICINO ONLUS,80048980173,01790140170,ALLOGGIO PROTETTO ANZIANI,053317,ALLOGGIO PROTETTO PER ANZIANI DI BOTTICINO,10,BS,25082,BOTTICINO,,"VIA TITO SPERI,105",0302691107,,AMMINISTRAZIONE@CASDIRIPOSOBOTTICINO.IT,,45.5354147,10.3052448,POINT (10.3052448 45.5354147)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,ALTO MILANESE,177373,OPERA PIA CASTIGLIONI S.R.L.,07753450969,07753450969,ALLOGGIO PROTETTO ANZIANI,094449,ALLOGGI PROTETTI PER ANZIANI DI ARCONATE,20,MI,20020,ARCONATE,,"PIAZZA GIOVANNI FALCONE PAOLO BORSELLINO, 1",03311122615,,INFO@ARCONATECASAFAMIGLIA.IT,,45.540277,8.845927,POINT (8.845927 45.540277)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,SEREGNO,690610,FONDAZIONE GIUSEPPE BESANA ONLUS,03273050157,00746390962,ALLOGGIO PROTETTO ANZIANI,057010,FONDAZIONE GIUSEPPE BESANA,8,MB,20821,MEDA,,"VIA LUIGI RHO,4/6",0362 71723,,INFO@FONDAZIONEGIUSEPPEBESANA.IT,,45.6664544,9.1604627,POINT (9.1604627 45.6664544)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,GALLARATE,732588,ALE.MAR. COOPERATIVA SOCIALE ONLUS,01956990186,01956990186,ALLOGGIO PROTETTO ANZIANI,090245,"APA ""IL GIARDINO""",18,VA,21013,GALLARATE,,"VIA FRANCESCO POMA,1",3887316134,,ILGIARDONOGALLARATE@GMAIL.COM,HTTPS://WWW.RESIDENZAILGIARDINO.IT,45.65747,8.79537,POINT (8.79537 45.65747)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,RHO,691454,FONDAZIONE GIUSEPPE RESTELLI ONLUS,86503120155,08938040154,ALLOGGIO PROTETTO ANZIANI,049978,MINIALLOGGI FONDAZIONE RESTELLI VIA CADORNA 61/C,70,MI,20017,RHO,,"VIA LUIGI CADORNA,61/C",029302080,,DIREZIONE@FONDAZIONERESTELLI.IT,,45.5369434,9.033422,POINT (9.033422 45.5369434)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030702,ASST SANTI PAOLO E CARLO,MILANO CITTA',690724,MED SERVICES COOPERATIVA SOCIALE,01821480181,01821480181,ALLOGGIO PROTETTO ANZIANI,054918,ALLOGGI PROTETTI BAGGIO,9,MI,20153,MILANO,,"VIA CAPRI,21",02 48916905,,RSABAGGIO@ALICE.IT,,45.46766,9.0929408,POINT (9.0929408 45.46766)
030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,MARIANO COMENSE,690609,FONDAZIONE PORTA SPINOLA,81008470130,02418440133,ALLOGGIO PROTETTO ANZIANI,090779,"MINI ALLOGGI ""IL BORGO""",14,CO,22066,MARIANO COMENSE,,"VIA SANTO STEFANO,28",031748035,,INFO@PORTASPINOLA.IT,HTTP://WWW.PORTASPINOLA.IT/,45.6968546,9.176879,POINT (9.176879 45.6968546)
030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,BASSA BRESCIANA OCCIDENTALE - 8,119795,COMUNE DI ORZINUOVI,00850450172,00582230983,CENTRO DIURNI ANZIANI,051650,CENTRO DIURNO ANZIANI DI ORZINUOVI,50,BS,25034,ORZINUOVI,,"VIA SECONDO MARTINELLI,20",0309942100,,SERVSOCIALI@COMUNE.ORZINUOVI.BS.IT,,45.4052345,9.9236097,POINT (9.9236097 45.4052345)
030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,DALMINE,731729,NAMASTE' SOCIETA' COOPERATIVA SOCIALE,02906930165,02906930165,ALLOGGIO PROTETTO ANZIANI,047864,RESIDENZIALITA' INTERMEDIA E PROTETTA PER ANZIANI,10,BG,24048,TREVIOLO,,"VIA ANTONIETTA ARIOLI DOLCI,14",035/6221200,,SEGRETERIA@COOPNAMASTE.IT,,45.6730151,9.6125041,POINT (9.6125041 45.6730151)
030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,AZZATE,691825,"FONDAZIONE CASA FAMIGLIA ""MADONNA DEI MIRACOLI"" ONLUS",02314540127,02314540127,CENTRO DIURNI ANZIANI,048241,CENTRO DIURNO ANZIANI,45,VA,21040,CARNAGO,,"VIA DANTE ALIGHIERI,11",0331 993335,,CASAFAMIGLIAMDM@LIBERO.IT,,45.7235479,8.8416115,POINT (8.8416115 45.7235479)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,TREZZO SULL'ADDA,121332,COMUNE DI VAPRIO D'ADDA,03614850158,03614850158,CENTRO DIURNI ANZIANI,056085,CENTRO DIURNO ANZIANI,50,MI,20069,VAPRIO D'ADDA,,"VIA SANT'ANTONIO,6",02 90989829,,INFO@AUSERVAPRIO.IT,,45.5752512,9.5326011,POINT (9.5326011 45.5752512)
030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,VALLE BREMBANA,691148,FONDAZIONE DON STEFANO PALLA ONLUS,02221610161,02221610161,ALLOGGIO PROTETTO ANZIANI,052111,ALLOGGI PROTETTI DON PALLA,4,BG,24014,PIAZZA BREMBANA,,"VIA MONTE SOLE,2",0345/82434,,INFO@DONPALLA.ORG,WWW.DONPALLA.ORG,45.9465383,9.6778978,POINT (9.6778978 45.9465383)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,CORSICO,690776,FONDAZIONE SACRA FAMIGLIA ETS,03034530158,00795470152,ALLOGGIO PROTETTO ANZIANI,097587,MINI ALLOGGI PER ANZIANI SAN CARLO,4,MI,20090,CESANO BOSCONE,,"PIAZZA MONSIGNOR LUIGI MONETA, 1",02456771,,PRESIDENZA@SACRAFAMIGLIA.ORG,,45.44939,9.093904,POINT (9.093904 45.44939)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,MONZA,690603,LA MERIDIANA SOCIETA' COOPERATIVA SOCIALE,08400690155,02322460961,ALLOGGIO PROTETTO ANZIANI,056694,OASI SAN GERARDO,44,MB,20900,MONZA,,"VIA GERARDO DEI TINTORI,18",039 390931,,OASI@COOPLAMERIDIANA.IT,,45.58554,9.27915,POINT (9.27915 45.58554)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,CARATE BRIANZA,135411,SOCIETA' COOPERATIVA SOCIALE RESIDENZE LEGGERE ONLUS,09397480964,09397480964,CENTRO DIURNI ANZIANI,054560,RESIDENCE TRE PINI,20,MB,20841,CARATE BRIANZA,,VIA TAGLIAMENTO SNC,0362 991752,,INFO@RESIDENCETREPINI.IT,,45.67928,9.23719,POINT (9.23719 45.67928)
030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,CREMONA,120356,CONGREGAZIONE FIGLIE DI GESU' BUON PASTORE,00285000337,00285000337,ALLOGGIO PROTETTO ANZIANI,051415,CASA SERENA,50,CR,26100,CREMONA,,"VIA GASPARE ASELLI,58",0372/27455,,AMALIA.BERGONZI@GMAIL.COM,,45.13788,10.0245,POINT (10.0245 45.13788)
030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,SESTO CALENDE,690484,FONDAZIONE PADRE ORESTE CERRI ONLUS,02002290126,02002290126,ALLOGGIO PROTETTO ANZIANI,055407,CASA ALBERGO PAD VILLA,25,VA,21029,VERGIATE,,"VIA DEL VILLAGGIO,1",0331/946127,,VILLAGGIOFANCIULLO@PEC.IT,WWW.VILLAGGIOFANCIULLO.IT,45.7260744,8.7001919,POINT (8.7001919 45.7260744)
030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,SUZZARA,690454,I TULIPANI S.R.L.,02152450207,02152450207,ALLOGGIO PROTETTO ANZIANI,057143,I TULIPANI,2,MN,46023,GONZAGA,,STRADA COMUNALE MARINA,0376 58556,,TULIPANI@LAPINETASC.IT,HTTPS://WWW.TULIPANIRSA.IT,44.962867896521,10.821640496525,POINT (10.821640496525 44.962867896521)
030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,ALTO SEBINO,119149,COMUNE DI LOVERE,81003470168,00341690162,CENTRO DIURNI ANZIANI,052871,CENTRO DIURNO ANZIANI,60,BG,24065,LOVERE,,"VIA BORTOLOTTI,11",338-5312417,,,,45.82029,10.07962,POINT (10.07962 45.82029)
030327,ATS DELLA VAL PADANA,030726,ASST DI CREMA,CREMA,690709,FONDAZIONE DI SERVIZI ALLA PERSONA MILANESI E FROSI ETS,83000490199,00681280194,ALLOGGIO PROTETTO ANZIANI,100254,ALLOGGI RESIDENZA ROSETTA,6,CR,26013,CREMA,,VIA XI FEBBRAIO,0374375600,,DIREZIONE@RSATRIGOLO.IT,,45.3662138574,9.7030335663,POINT (9.7030335663 45.3662138574)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,VOGHERA E COMUNITA' MONTANA OLTREPO' PAVESE,690480,FONDAZIONE SAN GERMANO ONLUS,01339220186,01339220186,ALLOGGIO PROTETTO ANZIANI,082708,SAN GERMANO,3,PV,27057,VARZI,,"VIA FORTUNATO REPETTI,12",0383/544811,,INFO@FONDAZIONE-SANGERMANO.IT,WWW.FONDAZIONE-SANGERMANO.IT,44.8256712,9.192057,POINT (9.192057 44.8256712)
030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,TIRANO,690493,"""FONDAZIONE """"CASA DI RIPOSO CITTA' DI TIRANO"""" ONLUS""",83001140140,00401160148,ALLOGGIO PROTETTO ANZIANI,049455,FONDAZIONE CASA DI RIPOSO CITTA DI TIRANO ONLUS,36,SO,23037,TIRANO,,"VIA GIOVANNI BERTACCHI,6",0342704790,,INFO@RSATIRANO.IT,,46.2178176,10.171612,POINT (10.171612 46.2178176)
030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,VALLECAMONICA,122190,ASSOCIAZIONE VOLONTARI ASSISTENZA MALEGNO,90004270170,90004270170,CENTRO DIURNI ANZIANI,055478,CENTRO DIURNO PER ANZIANI,45,BS,25053,MALEGNO,,"VIA CAVA,40",0364/341186,,NIVES11@YAHOO.COM,,45.9500019,10.2756285,POINT (10.2756285 45.9500019)
030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,BELLANO,120494,COMUNE DI MANDELLO DEL LARIO,00629950130,00629950130,CENTRO DIURNI ANZIANI,050238,CENTRO DIURNO ANZIANI GIORGIO E IRENE FALK,40,LC,23826,MANDELLO DEL LARIO,,"VIA ALESSANDRO MANZONI,44/4",0341 700417,,STR.1@MANDELLOLARIO.IT,,45.9150207,9.3184972,POINT (9.3184972 45.9150207)
030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,CREMONA,690562,FONDAZIONE BRUNO PARI ONLUS,80004330199,00870300191,ALLOGGIO PROTETTO ANZIANI,049107,MINI ALLOGGI PROTETTI,15,CR,26032,OSTIANO,,"VIA GIOVAN BATTISTA ROSA,42",0372/856233,,AMMINISTRAZIONE@OSPEDALEOSTIANO.IT,,45.2255048,10.2466195,POINT (10.2466195 45.2255048)
030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,SONDRIO,690869,CROCE DI MALTA SRL,03653930960,03653930960,ALLOGGIO PROTETTO ANZIANI,071293,BERNINA APPARTAMENTI PROTETTI,20,SO,23100,SONDRIO,,"VIA NAZARIO SAURO,64",0342 0686700,,INFO.BERNINA@KORIAN.IT,,46.16863,9.87622,POINT (9.87622 46.16863)
030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,CREMONA,691264,ISTITUTO OSPEDALIERO DI SOSPIRO - ONLUS,80004030195,00385470190,ALLOGGIO PROTETTO ANZIANI,052064,ALLOGGI PROTETTI PER ANZIANI,20,CR,26048,SOSPIRO,,"VIA TORTI,2",03726201,,FONDAZIONESOSPIRO@RACCOMANDATA-AR.COM,,45.10627,10.15672,POINT (10.15672 45.10627)
030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,MARIANO COMENSE,690843,FONDAZ. ANNA BORLETTI PER INVALIDI E ANZIANI -ONLUS,81001590132,00784340135,ALLOGGIO PROTETTO ANZIANI,056930,MINI ALLOGGI PROTETTI PER ANZIANI,10,CO,22060,AROSIO,,"VIA PIAVE,9",031/761361,,FONDAZIONEBORLETTI@PCERT.IT,HTTP://WWW.FONDAZIONEBORLETTI.IT/MINI_ALLOGGI.HTM,45.71799,9.20684,POINT (9.20684 45.71799)
030327,ATS DELLA VAL PADANA,030726,ASST DI CREMA,CREMA,690709,FONDAZIONE DI SERVIZI ALLA PERSONA MILANESI E FROSI ETS,83000490199,00681280194,ALLOGGIO PROTETTO ANZIANI,074548,RESIDENZA FRANCESCA,7,CR,26018,TRIGOLO,,"VIA CANEVARI, 85",0373/259095,,DIREZIONE@RSATRIGOLO.IT,,45.332105,9.804788,POINT (9.804788 45.332105)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,RHO,691454,FONDAZIONE GIUSEPPE RESTELLI ONLUS,86503120155,08938040154,ALLOGGIO PROTETTO ANZIANI,095462,ALLOGGI PROTETTI PER ANZIANI VIA CADORNA 63,9,MI,20017,RHO,,"VIA LUIGI CADORNA,63",029302080,,DIREZIONE@FONDAZIONERESTELLI.IT,,45.5372003,9.0334866,POINT (9.0334866 45.5372003)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,MONZA,691212,SEGESTA GESTIONI SRL,04140620966,04140620966,ALLOGGIO PROTETTO ANZIANI,052206,APPARTAMENTI KORIAN VILLASANCLEMENTE,15,MB,20852,VILLASANTA,,"VIA GIUSEPPE GARIBALDI,77",039 2052393,,INFO.VILLASANCLEMENTE@KORIAN.IT,,45.6042353,9.3090212,POINT (9.3090212 45.6042353)
030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,OGLIO PO,690631,FONDAZIONE MONSIGNOR BENEDINI ONLUS,80020890200,01306390202,ALLOGGIO PROTETTO ANZIANI,054588,MINI ALLOGGI PROTETTI PER ANZIANI,16,MN,46010,MARCARIA,,"VICOLO AIE,1",0376/950033,,SEGRETERIA@FONDAZIONEBENEDINI.IT,,45.1203121,10.5345572,POINT (10.5345572 45.1203121)
030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,DALMINE,690506,UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE,01818390302,01818390302,ALLOGGIO PROTETTO ANZIANI,054619,ALLOGGI PROTETTI PER ANZIANI,24,BG,24044,DALMINE,,"VIALE ANTONIO LOCATELLI,6",035373635,,AMMINISTRAZIONE.DALMINE@UNIVERSIIS.IT,WWW.UNIVERSIIS.COM,45.64696,9.60402,POINT (9.60402 45.64696)
030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,OSTIGLIA,690502,FONDAZIONE SCARPARI FORATTINI ETS,80017860208,01317830204,ALLOGGIO PROTETTO ANZIANI,098556,ALLOGGI PROTETTI SAN GIOVANNI DOSSO,8,MN,46020,SAN GIOVANNI DEL DOSSO,,VIA MARTIRI DELLA LIBERTA' 47A,038658121,,INFO@SCARPARI.IT,WWW.SCARPARI.IT,44.9648173177,11.0813349071,POINT (11.0813349071 44.9648173177)
030327,ATS DELLA VAL PADANA,030726,ASST DI CREMA,CREMA,690709,FONDAZIONE DI SERVIZI ALLA PERSONA MILANESI E FROSI ETS,83000490199,00681280194,ALLOGGIO PROTETTO ANZIANI,055518,RESIDENZA ROSETTA,26,CR,26013,CREMA,,"VIA XI FEBBRAIO,42",0373/259095,,DIREZIONE@RSATRIGOLO.IT,,45.3649956,9.70877,POINT (9.70877 45.3649956)
